symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2021-03-29 00:00:00+00:00,611.29,616.48,596.02,615.64,28636985,203.7633333333,205.4933333333,198.6733333333,205.2133333333,85910955,0.0,1.0
TSLA,2021-03-30 00:00:00+00:00,635.62,637.66,591.01,601.75,39432359,211.8733333333,212.5533333333,197.0033333333,200.5833333333,118297077,0.0,1.0
TSLA,2021-03-31 00:00:00+00:00,667.93,672.0,641.11,646.62,33337288,222.6433333333,224.0,213.7033333333,215.54,100011864,0.0,1.0
TSLA,2021-04-01 00:00:00+00:00,661.75,692.4203,659.42,688.37,35298378,220.5833333333,230.8067666667,219.8066666667,229.4566666667,105895134,0.0,1.0
TSLA,2021-04-05 00:00:00+00:00,691.05,708.16,684.7,707.71,41842767,230.35,236.0533333333,228.2333333333,235.9033333333,125528301,0.0,1.0
TSLA,2021-04-06 00:00:00+00:00,691.62,696.55,681.37,690.3,28271839,230.54,232.1833333333,227.1233333333,230.1,84815517,0.0,1.0
TSLA,2021-04-07 00:00:00+00:00,670.97,691.38,667.84,687.0,26309433,223.6566666667,230.46,222.6133333333,229.0,78928299,0.0,1.0
TSLA,2021-04-08 00:00:00+00:00,683.8,689.5499,671.645,677.38,23924329,227.9333333333,229.8499666667,223.8816666667,225.7933333333,71772987,0.0,1.0
TSLA,2021-04-09 00:00:00+00:00,677.02,680.97,669.43,677.77,21437087,225.6733333333,226.99,223.1433333333,225.9233333333,64311261,0.0,1.0
TSLA,2021-04-12 00:00:00+00:00,701.98,704.8,682.09,685.7,29135670,233.9933333333,234.9333333333,227.3633333333,228.5666666667,87407010,0.0,1.0
TSLA,2021-04-13 00:00:00+00:00,762.32,763.0,710.66,712.7,44652808,254.1066666667,254.3333333333,236.8866666667,237.5666666667,133958424,0.0,1.0
TSLA,2021-04-14 00:00:00+00:00,732.23,780.79,728.03,770.7,49017434,244.0766666667,260.2633333333,242.6766666667,256.9,147052302,0.0,1.0
TSLA,2021-04-15 00:00:00+00:00,738.85,743.69,721.31,743.1,27848900,246.2833333333,247.8966666667,240.4366666667,247.7,83546700,0.0,1.0
TSLA,2021-04-16 00:00:00+00:00,739.78,749.41,724.6,728.65,27979526,246.5933333333,249.8033333333,241.5333333333,242.8833333333,83938578,0.0,1.0
TSLA,2021-04-19 00:00:00+00:00,714.63,725.4,691.8001,719.6,39686226,238.21,241.8,230.6000333333,239.8666666667,119058678,0.0,1.0
TSLA,2021-04-20 00:00:00+00:00,718.99,737.25,710.685,717.42,35609038,239.6633333333,245.75,236.895,239.14,106827114,0.0,1.0
TSLA,2021-04-21 00:00:00+00:00,744.12,744.84,698.0,704.77,31215514,248.04,248.28,232.6666666667,234.9233333333,93646542,0.0,1.0
TSLA,2021-04-22 00:00:00+00:00,719.69,753.77,718.04,741.5,35590255,239.8966666667,251.2566666667,239.3466666667,247.1666666667,106770765,0.0,1.0
TSLA,2021-04-23 00:00:00+00:00,729.4,737.36,715.46,719.8,28413889,243.1333333333,245.7866666667,238.4866666667,239.9333333333,85241667,0.0,1.0
TSLA,2021-04-26 00:00:00+00:00,738.2,749.3,732.6053,741.0,31038502,246.0666666667,249.7666666667,244.2017666667,247.0,93115506,0.0,1.0
TSLA,2021-04-27 00:00:00+00:00,704.74,724.0,703.3501,717.96,29436995,234.9133333333,241.3333333333,234.4500333333,239.32,88310985,0.0,1.0
TSLA,2021-04-28 00:00:00+00:00,694.4,708.5,693.6,696.41,22271047,231.4666666667,236.1666666667,231.2,232.1366666667,66813141,0.0,1.0
TSLA,2021-04-29 00:00:00+00:00,677.0,702.25,668.5002,699.51,28845449,225.6666666667,234.0833333333,222.8334,233.17,86536347,0.0,1.0
TSLA,2021-04-30 00:00:00+00:00,709.44,715.47,666.14,667.59,40758722,236.48,238.49,222.0466666667,222.53,122276166,0.0,1.0
TSLA,2021-05-03 00:00:00+00:00,684.9,706.0,680.5,703.8,27043143,228.3,235.3333333333,226.8333333333,234.6,81129429,0.0,1.0
TSLA,2021-05-04 00:00:00+00:00,673.6,683.4464,657.701,678.94,29739319,224.5333333333,227.8154666667,219.2336666667,226.3133333333,89217957,0.0,1.0
TSLA,2021-05-05 00:00:00+00:00,670.94,685.2955,667.34,681.06,21901894,223.6466666667,228.4318333333,222.4466666667,227.02,65705682,0.0,1.0
TSLA,2021-05-06 00:00:00+00:00,663.54,681.02,650.0,680.76,27784619,221.18,227.0066666667,216.6666666667,226.92,83353857,0.0,1.0
TSLA,2021-05-07 00:00:00+00:00,672.37,690.0,660.22,665.8,23469172,224.1233333333,230.0,220.0733333333,221.9333333333,70407516,0.0,1.0
TSLA,2021-05-10 00:00:00+00:00,629.04,665.05,627.6101,664.9,31392417,209.68,221.6833333333,209.2033666667,221.6333333333,94177251,0.0,1.0
TSLA,2021-05-11 00:00:00+00:00,617.2,627.0999,595.6,599.24,46503896,205.7333333333,209.0333,198.5333333333,199.7466666667,139511688,0.0,1.0
TSLA,2021-05-12 00:00:00+00:00,589.89,620.41,586.765,602.49,33823646,196.63,206.8033333333,195.5883333333,200.83,101470938,0.0,1.0
TSLA,2021-05-13 00:00:00+00:00,571.69,606.4599,559.65,601.545,44184916,190.5633333333,202.1533,186.55,200.515,132554748,0.0,1.0
TSLA,2021-05-14 00:00:00+00:00,589.74,592.87,570.46,583.41,33370856,196.58,197.6233333333,190.1533333333,194.47,100112568,0.0,1.0
TSLA,2021-05-17 00:00:00+00:00,576.83,589.73,561.2,575.5531,32390360,192.2766666667,196.5766666667,187.0666666667,191.8510333333,97171080,0.0,1.0
TSLA,2021-05-18 00:00:00+00:00,577.87,596.25,563.38,568.0,36830567,192.6233333333,198.75,187.7933333333,189.3333333333,110491701,0.0,1.0
TSLA,2021-05-19 00:00:00+00:00,563.46,566.21,546.98,552.55,39578395,187.82,188.7366666667,182.3266666667,184.1833333333,118735185,0.0,1.0
TSLA,2021-05-20 00:00:00+00:00,586.78,588.85,571.07,575.0,30821119,195.5933333333,196.2833333333,190.3566666667,191.6666666667,92463357,0.0,1.0
TSLA,2021-05-21 00:00:00+00:00,580.88,596.68,580.0,596.11,26030595,193.6266666667,198.8933333333,193.3333333333,198.7033333333,78091785,0.0,1.0
TSLA,2021-05-24 00:00:00+00:00,606.44,614.48,573.65,581.6,34558089,202.1466666667,204.8266666667,191.2166666667,193.8666666667,103674267,0.0,1.0
TSLA,2021-05-25 00:00:00+00:00,604.69,613.99,595.71,607.31,28005933,201.5633333333,204.6633333333,198.57,202.4366666667,84017799,0.0,1.0
TSLA,2021-05-26 00:00:00+00:00,619.13,626.17,601.5,607.56,28639305,206.3766666667,208.7233333333,200.5,202.52,85917915,0.0,1.0
TSLA,2021-05-27 00:00:00+00:00,630.85,631.13,616.21,620.24,26370593,210.2833333333,210.3766666667,205.4033333333,206.7466666667,79111779,0.0,1.0
TSLA,2021-05-28 00:00:00+00:00,625.22,635.59,622.38,628.5,22737038,208.4066666667,211.8633333333,207.46,209.5,68211114,0.0,1.0
TSLA,2021-06-01 00:00:00+00:00,623.9,633.8,620.55,627.8,18084890,207.9666666667,211.2666666667,206.85,209.2666666667,54254670,0.0,1.0
TSLA,2021-06-02 00:00:00+00:00,605.12,623.36,599.14,620.13,23302779,201.7066666667,207.7866666667,199.7133333333,206.71,69908337,0.0,1.0
TSLA,2021-06-03 00:00:00+00:00,572.84,604.55,571.22,601.8,30111893,190.9466666667,201.5166666667,190.4066666667,200.6,90335679,0.0,1.0
TSLA,2021-06-04 00:00:00+00:00,599.05,600.61,577.2,579.71,24036896,199.6833333333,200.2033333333,192.4,193.2366666667,72110688,0.0,1.0
TSLA,2021-06-07 00:00:00+00:00,605.13,610.0,582.88,591.825,22543682,201.71,203.3333333333,194.2933333333,197.275,67631046,0.0,1.0
